Gene_symbol,NAME,Foldchange,PValue,FDR,1posH,2posH,3posH,4posH,5posH,6posH,1negH,2negH,3negH,4negH,5negH,6negH
6851,7331,-1.0922235250473022,0.7592635750770569,1.017316460609436,-58.277503967285156,343.1485900878906,238.07640075683594,406.2622985839844,421.6711120605469,-62.98891830444336,27.435136795043945,215.5699462890625,7.093478202819824,-237.69094848632812,74.9328384399414,-53.68383026123047
6107,6266,-1.0160120725631714,0.6738351583480835,1.0000603199005127,-58.700401306152344,253.08001708984375,226.68319702148438,404.2225646972656,366.7318115234375,-39.08930587768555,-32.7216911315918,145.23292541503906,-5.125110149383545,-158.7791748046875,119.95588684082031,-80.26081848144531
7355,7275,-0.9657498598098755,0.6592524647712708,0.9905105829238892,-19.576705932617188,137.5050811767578,185.71495056152344,322.7756652832031,237.5433349609375,-233.7637176513672,22.004589080810547,58.30892562866211,-105.40577697753906,-174.6894989013672,124.44659423828125,-145.2888946533203
6536,7169,-1.3349055051803589,0.7164415121078491,1.0071072578430176,-122.95601654052734,224.83560180664062,206.7521514892578,337.4159240722656,351.0021667480469,-67.8662109375,-14.352741241455078,142.3106689453125,-86.83833312988281,-269.825439453125,140.6056365966797,-162.02874755859375
6411,8043,-1.0206232070922852,0.5796917080879211,0.995529055595398,-57.474266052246094,162.33592224121094,314.9904479980469,545.7183837890625,512.9509887695312,-18.85811424255371,-42.630550384521484,164.72933959960938,57.30379104614258,-53.05341720581055,183.01075744628906,20.264053344726562
5742,6245,-0.8157028555870056,0.5850617289543152,1.003087043762207,-91.78388214111328,197.19464111328125,199.83106994628906,414.148681640625,354.18804931640625,36.31918716430664,-25.09226417541504,76.86477661132812,68.0686264038086,-126.81836700439453,108.2098159790039,-38.03303909301758
7048,6182,-1.254168152809143,0.7379130721092224,1.0095330476760864,92.04676818847656,392.2750244140625,187.2003936767578,450.0943298339844,556.1117553710938,-221.03871154785156,37.52724838256836,113.2232437133789,45.38260269165039,-145.23069763183594,238.38658142089844,-174.60098266601562
7923,5470,-0.6688069701194763,0.7303231954574585,1.0070509910583496,-46.755714416503906,137.33566284179688,-4.176322937011719,319.12237548828125,380.0125732421875,-308.3125305175781,64.53584289550781,-53.814720153808594,-80.61458587646484,-300.0900573730469,85.72370910644531,-344.624267578125
7885,8404,-1.2087132930755615,0.8937530517578125,1.0449233055114746,-12.324743270874023,506.76861572265625,297.8048400878906,478.6728820800781,452.76422119140625,-102.08615112304688,78.66295623779297,379.5790710449219,17.227067947387695,-323.70849609375,-52.936492919921875,-173.84629821777344
7068,6607,-0.4793300926685333,0.7805389761924744,1.0182416439056396,70.17573547363281,356.5841979980469,199.73292541503906,545.0748291015625,639.1279296875,21.759624481201172,48.1445426940918,219.3041229248047,129.21481323242188,-197.10887145996094,108.86892700195312,-13.532088279724121
6517,5870,-0.9584853649139404,0.7097707986831665,0.9991238713264465,11.050580024719238,305.9871826171875,222.2744598388672,420.13348388671875,365.8663635253906,-88.98834991455078,-22.083080291748047,173.4332275390625,-2.7600409984588623,-162.5770721435547,97.10377502441406,-71.38034057617188
8075,6076,-1.2676022052764893,0.8643798232078552,1.0290491580963135,49.59852981567383,272.7930908203125,173.97781372070312,328.8212585449219,437.82891845703125,-291.982177734375,51.513851165771484,318.30780029296875,-132.30337524414062,-300.44927978515625,131.39254760742188,-136.82882690429688
6753,6232,-0.6912769675254822,0.7005864977836609,1.0076181888580322,-63.97454071044922,237.12591552734375,218.6311798095703,422.7630920410156,424.76251220703125,-135.24774169921875,101.19679260253906,177.45144653320312,91.3328628540039,-199.56163024902344,101.77569580078125,-8.04000473022461
7943,5650,-0.7723379135131836,0.7599629759788513,1.0174471139907837,99.27830505371094,426.1927795410156,245.1619873046875,511.6807556152344,565.4049072265625,-208.57640075683594,23.584169387817383,69.50931549072266,170.92996215820312,-87.1194076538086,205.76678466796875,-242.8523406982422
6570,5835,-1.0236842632293701,0.631783664226532,0.9889365434646606,-38.320106506347656,124.91507720947266,88.32991790771484,339.30426025390625,389.076171875,-229.67503356933594,8.725837707519531,-6.405283451080322,-31.694826126098633,-235.23785400390625,177.56202697753906,-194.728515625
8369,5950,-0.7773963809013367,0.8160524964332581,1.0202274322509766,323.2960510253906,971.820556640625,619.3733520507812,693.3021850585938,522.6836547851562,128.81956481933594,-23.525550842285156,350.7514953613281,403.86273193359375,216.78848266601562,280.8260803222656,-103.34617614746094
7847,5174,-1.046022891998291,0.7734061479568481,1.0068260431289673,84.4228286743164,248.96890258789062,44.33198165893555,287.5242004394531,481.89813232421875,-287.5281677246094,111.39827728271484,94.32938385009766,-164.38978576660156,-212.88845825195312,118.80696868896484,-287.0643005371094
5911,6937,-0.9730530977249146,0.6407027840614319,1.0053246021270752,-123.0451431274414,198.82122802734375,224.79127502441406,394.7373046875,391.5417175292969,-9.53786849975586,-26.95677375793457,108.26094818115234,49.29137420654297,-166.39459228515625,120.4421615600586,-34.61174774169922
6281,4799,-0.5806922316551208,0.6548293828964233,0.9912523627281189,29.484529495239258,258.52886962890625,210.8813018798828,437.8904113769531,448.2928466796875,-11.0181245803833,0.04728158563375473,129.27752685546875,-6.492208480834961,-71.73627471923828,81.47480010986328,-167.461669921875
6139,6969,-0.9349289536476135,0.7077425122261047,1.0060542821884155,158.97300720214844,547.1165771484375,397.74298095703125,585.7432861328125,508.85052490234375,85.055908203125,60.721256256103516,208.1685028076172,198.12301635742188,19.11358642578125,278.054931640625,218.63697814941406
7261,4813,-0.5866401195526123,0.6395654082298279,0.9821286201477051,26.7781925201416,226.2386932373047,165.10601806640625,354.5711669921875,330.5103759765625,-168.6965789794922,67.20684814453125,-20.68359375,-102.88015747070312,-71.74571990966797,69.61799621582031,-209.6978759765625
7061,6860,-1.589835524559021,0.7788915038108826,1.0164599418640137,25.3513126373291,364.2102355957031,205.0109100341797,407.9748840332031,514.4938354492188,-169.093505859375,45.11349105834961,168.13011169433594,-78.492431640625,-221.97122192382812,220.90794372558594,-151.43731689453125
6659,5310,-0.962128758430481,0.6819870471954346,0.9930098056793213,198.65333557128906,484.753173828125,322.42193603515625,484.1455078125,464.2893981933594,-102.90674591064453,33.214595794677734,88.69268035888672,118.4638442993164,-12.93980884552002,268.0970458984375,-39.85968780517578
7114,7712,-0.5140725374221802,0.5768912434577942,0.9896281361579895,-65.05850982666016,176.66122436523438,325.52752685546875,324.873046875,132.40069580078125,-93.23226928710938,-1.2749639749526978,54.92007827758789,3.3384878635406494,-117.20853424072266,98.45477294921875,-54.14336013793945
5699,6025,-0.4863884449005127,0.5377220511436462,1.020876407623291,-3.613024950027466,238.2782745361328,213.78082275390625,421.0074462890625,252.48516845703125,84.34136199951172,8.055464744567871,32.360721588134766,91.68673706054688,-94.7506103515625,57.97759246826172,-93.23129272460938
7741,3437,-0.529627799987793,0.8405519127845764,1.0109648704528809,147.59854125976562,387.40374755859375,152.02195739746094,366.6847839355469,544.9703979492188,-114.60053253173828,101.55542755126953,186.41769409179688,-98.71670532226562,-35.41169738769531,-6.376110076904297,-376.31512451171875
5909,5921,-0.5564104318618774,0.5806064009666443,1.0117731094360352,39.88596725463867,301.8448486328125,267.5836181640625,456.85986328125,343.4924011230469,62.6546630859375,18.5367488861084,102.39241027832031,113.69905090332031,-93.68426513671875,92.50004577636719,-46.562801361083984
